# M_DU read off the pipeline MRcurve_*_CAT.dat files (TOVprofile2 + NSCool HZD-NV crust)
# n_DU from rmf_lambda_and_eos.py; M_DU = M(rho_c = eps(n_DU)) on the stable branch; inf = no DUrca in stable stars
# in864: 1 if the EoS is in the 864 surviving set (from Data/cooling_chi2_by_eos.csv)
# model J L n_DU[fm-3] M_DU[Msun] Mmax[Msun] R1.4[km] in864
FSUGarnet  41.5   60.0   0.2759   0.797  2.054  12.94 1
FSUGarnet  41.5   65.0   0.2625   0.731  2.055  13.02 1
FSUGarnet  41.5   70.0   0.2529   0.691  2.055  13.10 1
FSUGarnet  41.5   75.0   0.2436   0.662  2.056  13.29 1
FSUGarnet  41.5   80.0   0.2346   0.635  2.058  13.37 1
FSUGarnet  41.5   85.0   0.2260   0.614  2.059  13.45 1
FSUGarnet  41.5   90.0   0.2205   0.610  2.061  13.53 1
FSUGarnet  41.5   95.0   0.2150   0.609  2.064  13.62 1
FSUGarnet  43.0  100.0   0.1971   0.547  2.063  13.68 1
FSUGarnet  43.0  105.0   0.1946   0.561  2.067  13.77 1
FSUGarnet  43.0  110.0   0.1922   0.575  2.072  13.86 1
FSUGarnet  43.0  115.0   0.1898   0.589  2.078  13.96 1
FSUGarnet  43.0  120.0   0.1875   0.604  2.087  14.06 1
FSUGarnet  43.0  125.0   0.1852   0.618  2.098  14.18 1
FSUGarnet  43.0  130.0   0.1829   0.633  2.114  14.29 1
FSUGarnet  43.0   50.0   0.2691   0.725  2.051  12.76 0
FSUGarnet  43.0   55.0   0.2592   0.677  2.051  12.87 1
FSUGarnet  43.0   60.0   0.2466   0.617  2.052  12.96 1
FSUGarnet  43.0   65.0   0.2376   0.581  2.052  12.99 1
FSUGarnet  43.0   70.0   0.2289   0.552  2.053  13.07 1
FSUGarnet  43.0   75.0   0.2205   0.536  2.054  13.26 1
FSUGarnet  43.0   80.0   0.2150   0.532  2.055  13.34 1
FSUGarnet  43.0   85.0   0.2097   0.531  2.056  13.43 1
FSUGarnet  43.0   90.0   0.2046   0.531  2.058  13.51 1
FSUGarnet  43.0   95.0   0.2020   0.544  2.061  13.59 1
GM1        25.0   35.0     none     inf  2.346  12.87 1
GM1        25.0   40.0     none     inf  2.345  12.94 1
GM1        25.0   45.0     none     inf  2.343  13.01 1
GM1        25.0   50.0     none     inf  2.341  13.09 1
GM1        25.0   55.0     none     inf  2.339  13.18 1
GM1        25.0   60.0   1.5222     inf  2.337  13.28 1
GM1        25.0   65.0   0.7573   2.311  2.336  13.42 1
GM1        25.0   70.0   0.4543   1.878  2.349  13.62 1
GM1        26.5   35.0     none     inf  2.342  12.83 1
GM1        26.5   40.0     none     inf  2.341  12.90 1
GM1        26.5   45.0     none     inf  2.339  12.98 1
GM1        26.5   50.0     none     inf  2.338  13.05 1
GM1        26.5   55.0     none     inf  2.336  13.14 1
GM1        26.5   60.0   1.5802     inf  2.334  13.24 1
GM1        26.5   65.0   0.9245     inf  2.332  13.35 1
GM1        26.5   70.0   0.5477   2.081  2.333  13.46 1
GM1        26.5   75.0   0.3912   1.651  2.353  13.71 1
GM1        29.5   30.0     none     inf  2.336  12.70 0
GM1        29.5   35.0     none     inf  2.335  12.77 1
GM1        29.5   40.0     none     inf  2.334  12.84 1
GM1        29.5   45.0     none     inf  2.332  12.91 1
GM1        29.5   50.0     none     inf  2.331  12.99 1
GM1        29.5   55.0     none     inf  2.329  13.07 1
GM1        29.5   60.0   1.4302     inf  2.327  13.16 1
GM1        29.5   65.0   1.0215     inf  2.325  13.25 1
GM1        29.5   70.0   0.6941   2.257  2.324  13.36 1
GM1        29.5   75.0   0.4835   1.900  2.324  13.50 1
GM1        29.5   80.0   0.3768   1.535  2.329  13.64 1
GM1        29.5   85.0   0.3204   1.333  2.366  13.84 1
GM1        31.0   30.0     none     inf  2.332  12.67 0
GM1        31.0   35.0     none     inf  2.331  12.74 1
GM1        31.0   40.0     none     inf  2.330  12.81 1
GM1        31.0   45.0     none     inf  2.329  12.88 1
GM1        31.0   50.0     none     inf  2.327  12.95 1
GM1        31.0   55.0     none     inf  2.326  13.03 1
GM1        31.0   60.0   1.3271     inf  2.324  13.11 1
GM1        31.0   65.0   0.9963     inf  2.322  13.20 1
GM1        31.0   70.0   0.7205   2.270  2.320  13.30 1
GM1        31.0   75.0   0.5146   1.971  2.319  13.42 1
GM1        31.0   80.0   0.3961   1.583  2.320  13.56 1
GM1        31.0   85.0   0.3326   1.331  2.328  13.72 1
GM1        31.0   90.0   0.2973   1.218  2.373  13.93 1
GM1        32.5   30.0     none     inf  2.329  12.64 0
GM1        32.5   35.0     none     inf  2.328  12.71 1
GM1        32.5   40.0     none     inf  2.327  12.78 1
GM1        32.5   45.0     none     inf  2.325  12.87 1
GM1        32.5   50.0     none     inf  2.324  12.94 1
GM1        32.5   55.0   1.5413     inf  2.322  13.01 1
GM1        32.5   60.0   1.2315     inf  2.321  13.09 1
GM1        32.5   65.0   0.9597     inf  2.319  13.17 1
GM1        32.5   70.0   0.7116   2.260  2.317  13.27 1
GM1        32.5   75.0   0.5276   1.993  2.316  13.37 1
GM1        32.5   80.0   0.4061   1.600  2.316  13.49 1
GM1        32.5   85.0   0.3410   1.331  2.318  13.64 1
GM1        32.5   90.0   0.3011   1.177  2.329  13.81 1
GM1        35.5  100.0   0.2529   0.935  2.332  13.96 1
GM1        35.5   30.0     none     inf  2.322  12.59 0
GM1        35.5   35.0     none     inf  2.321  12.66 1
GM1        35.5   40.0     none     inf  2.320  12.73 1
GM1        35.5   45.0     none     inf  2.319  12.80 1
GM1        35.5   50.0   1.4663     inf  2.318  12.91 1
GM1        35.5   55.0   1.2469     inf  2.316  12.99 1
